,Title,Year,Certification,Runtime,Genre,Summary,Votes,Ratings
777,Le dîner de cons,1998,M,80,Comedy,"A rich publisher meets a stupid but very kind person. Publisher planned to laugh at him, but it so happened that this person was the only one who stay with him when publisher's life began to crumble.",35088,7.7
778,Donnie Brasco,1997,MA,127,"Biography, Crime, Drama","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",259597,7.7
779,Shine,1996,PG,105,"Biography, Drama, Music","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",49251,7.7
780,Primal Fear,1996,MA,129,"Crime, Drama, Mystery","An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",169162,7.7
781,Hamlet,1996,PG,242,Drama,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",34636,7.7
782,A Little Princess,1995,G,97,"Drama, Family, Fantasy",A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,30152,7.7
783,Trois couleurs: Blanc,1994,M,92,"Comedy, Drama, Romance","After his wife divorces him, a Polish immigrant plots to get even with her.",57537,7.7
784,Il Postino: The Postman,1994,G,108,"Biography, Comedy, Drama",Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,31251,7.7
785,Clerks,1994,R,92,Comedy,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",204405,7.7
786,Short Cuts,1993,MA,188,"Comedy, Drama",The day-to-day lives of several suburban Los Angeles residents.,40250,7.7
787,Philadelphia,1993,PG,125,Drama,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",210740,7.7
788,The Muppet Christmas Carol,1992,G,85,"Comedy, Drama, Family",The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,43611,7.7
789,Malcolm X,1992,M,202,"Biography, Drama, History","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",77440,7.7
790,The Last of the Mohicans,1992,M,112,"Action, Adventure, Drama",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,139506,7.7
791,Glengarry Glen Ross,1992,M,100,"Crime, Drama, Mystery",An examination of the machinations behind the scenes at a real estate office.,90327,7.7
792,A Few Good Men,1992,M,138,"Drama, Thriller",Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,219495,7.7
793,Fried Green Tomatoes,1991,PG,130,Drama,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,62726,7.7
794,Boyz n the Hood,1991,M,112,"Crime, Drama","Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence and future prospects.",115439,7.7
795,Barton Fink,1991,M,116,"Comedy, Drama, Thriller",A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,106480,7.7
796,Who Framed Roger Rabbit,1988,PG,104,"Animation, Adventure, Comedy",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,171998,7.7
797,Withnail and I,1987,M,107,"Comedy, Drama","In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",37330,7.7
798,The Last Emperor,1987,M,163,"Biography, Drama, History",The story of the final Emperor of China.,87000,7.7
799,Der Name der Rose,1986,R,130,"Crime, Drama, Mystery",An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,96069,7.7
800,The Purple Rose of Cairo,1985,PG,82,"Comedy, Fantasy, Romance","In New Jersey in 1935, a movie character walks off the screen and into the real world.",44037,7.7
801,After Hours,1985,M,97,"Comedy, Crime, Drama",An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,52086,7.7
802,Zelig,1983,NRC,79,Comedy,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",37808,7.7
803,The Verdict,1982,M,129,Drama,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,33170,7.7
804,Star Trek II: The Wrath of Khan,1982,NRC,113,"Action, Adventure, Sci-Fi","With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",106982,7.7
805,First Blood,1982,R,93,"Action, Adventure",A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,211080,7.7
806,Ordinary People,1980,M,124,Drama,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",43352,7.7
807,Flying High,1980,NRC,88,Comedy,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,195486,7.7
808,Le locataire,1976,M,126,"Drama, Thriller",A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,35549,7.7
809,Love and Death,1975,NRC,85,"Comedy, War","In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",33589,7.7
810,Blazing Saddles,1974,M,93,"Comedy, Western","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",118495,7.7
811,Serpico,1973,R,130,"Biography, Crime, Drama",An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,99873,7.7
812,Enter the Dragon,1973,R,102,"Action, Crime, Drama",A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,90775,7.7
813,Deliverance,1972,R,109,"Adventure, Drama, Thriller","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",93223,7.7
814,A Fistful of Dynamite,1971,M,157,"Drama, War, Western","In Mexico at the time of the Revolution, Juan, the leader of a bandit family, meets John Mallory, an IRA explosives expert on the run from the British. Seeing John's skill with explosives, Juan decides to persuade him to join the bandits in a raid on the great bank of Mesa Verde. John in the meantime has made contact with the revolutionaries, and intends to use his dynamite in their service.",27364,7.7
815,The French Connection,1971,R,104,"Action, Crime, Drama",A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,101946,7.7
816,Dirty Harry,1971,R,102,"Action, Crime, Thriller","When a madman calling himself ""the Scorpio Killer"" menaces the city, tough as nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",134732,7.7
817,Where Eagles Dare,1968,A,158,"Action, Adventure, War","Allied Agents stage a daring raid on a castle where the Nazis are holding American Brigadier General George Carnaby (Robert Beatty) prisoner, but that's not all that's really going on.",48490,7.7
818,The Odd Couple,1968,A,105,Comedy,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",29729,7.7
819,Belle de jour,1967,SOA,100,Drama,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,36843,7.7
820,A Man for All Seasons,1966,G,120,"Biography, Drama, History","The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",28855,7.7
821,Repulsion,1965,A,105,"Drama, Horror, Thriller",A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,45076,7.7
822,Zulu,1964,A,138,"Drama, History, War",Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,33883,7.7
823,Goldfinger,1964,A,110,"Action, Adventure, Thriller","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",161645,7.7
824,The Birds,1963,SOA,119,"Drama, Horror, Mystery",A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,159278,7.7
825,Breakfast at Tiffany's,1961,A,115,"Comedy, Drama, Romance","A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",154696,7.7
826,Peeping Tom,1960,SOA,101,"Drama, Horror, Thriller","A young man murders women, using a movie camera to film their dying expressions of terror.",27969,7.7
827,The Magnificent Seven,1960,G,128,"Action, Adventure, Western",Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,82538,7.7
828,Invasion of the Body Snatchers,1956,A,80,"Drama, Horror, Sci-Fi",A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,42020,7.7
829,Rebel Without a Cause,1955,A,111,Drama,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",77877,7.7
830,Sabrina,1954,G,113,"Comedy, Drama, Romance","A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",54929,7.7
831,The Day the Earth Stood Still,1951,G,92,"Drama, Sci-Fi",An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,73443,7.7
832,The African Queen,1951,G,105,"Adventure, Drama, Romance","In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",67766,7.7
833,Gilda,1946,SOA,110,"Drama, Film-Noir, Romance",A small-time gambler hired to work in a Buenos Aires casino learns that his ex-lover is married to his employer.,25605,7.7
834,The 39 Steps,1935,PG,86,"Film-Noir, Mystery, Thriller","A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",47906,7.7
835,The Invisible Man,1933,PG,71,"Horror, Sci-Fi","A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",27200,7.7
836,Cold War,2018,M,89,"Drama, History, Music","In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.",38403,7.6
837,Spider-Man: Far from Home,2019,M,129,"Action, Adventure, Sci-Fi","Following the events ofAvengers: Endgame(2019), Spider-Man must step up to take on new threats in a world that has changed forever.",237859,7.6
838,Nelyubov,2017,MA15+,127,Drama,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,25116,7.6
839,The Florida Project,2017,MA15+,111,Drama,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",77262,7.6
840,Doctor Sleep,2019,MA15+,152,"Drama, Fantasy, Horror","Years following the events of ""The Shining,"" a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.",34760,7.6
841,The Big Sick,2017,M,120,"Comedy, Drama, Romance","Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",108795,7.6
842,Hotel Mumbai,2018,MA15+,123,"Drama, History, Thriller",The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,35923,7.6
843,The Favourite,2018,MA15+,119,"Biography, Drama, History","In early 18th century England, a frail Queen Anne occupies the throne and her close friend, Lady Sarah, governs the country in her stead. When a new servant, Abigail, arrives, her charm endears her to Sarah.",137649,7.6
844,Gifted,2017,M,101,Drama,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",87401,7.6
845,Mustang,2015,M,97,Drama,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",31996,7.6
846,Guardians of the Galaxy: Vol. 2,2017,M,136,"Action, Adventure, Comedy","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",512859,7.6
847,Baby Driver,2017,MA15+,113,"Action, Crime, Drama","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",388299,7.6
848,Bridge of Spies,2015,M,142,"Drama, History, Thriller","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",269277,7.6
849,Moana,2016,PG,107,"Animation, Adventure, Comedy","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",237250,7.6
850,Sicario,2015,MA15+,121,"Action, Crime, Drama",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,339990,7.6
851,Creed: The Rocky Legacy,2015,M,133,"Drama, Sport","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",231849,7.6
852,Leviafan,2014,M,140,"Crime, Drama","In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",44753,7.6
853,Fury,2014,MA15+,134,"Action, Drama, War","A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",393169,7.6
854,Hell or High Water,2016,MA15+,102,"Action, Crime, Drama",A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,183660,7.6
855,Philomena,2013,M,98,"Biography, Comedy, Drama","A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",90107,7.6
856,Dawn of the Planet of the Apes,2014,M,130,"Action, Adventure, Drama",A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,396439,7.6
857,El cuerpo,2012,N/A,108,"Action, Adventure, Drama",A detective searches for the body of a femme fatale which has gone missing from a morgue.,47535,7.6
858,Serbuan Maut,2011,MA15+,101,"Action, Thriller",A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,179669,7.6
859,End of Watch,2012,MA15+,109,"Action, Crime, Drama","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",215518,7.6
860,The Impossible,2012,M,114,"Drama, History, Thriller",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,183280,7.6
861,Arrietty,2010,G,94,"Animation, Adventure, Family","The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",70278,7.6
862,127 Hours,2010,MA15+,94,"Biography, Drama","A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",330699,7.6
863,Jûsan-nin no shikaku,2010,MA15+,141,"Action, Adventure, Drama",A group of assassins come together for a suicide mission to kill an evil lord.,59029,7.6
864,Jin ling shi san chai,2011,MA15+,146,"Drama, History, Romance","An American finds refuge during the 1937 Japanese invasion of Nanking in a church with a group of women. Posing as a priest, he attempts to lead the women to safety.",46664,7.6
865,True Grit,2010,M,110,"Drama, Western",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,290944,7.6
866,In a Better World,2010,MA15+,118,"Drama, Romance","The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",36960,7.6
867,Despicable Me,2010,PG,95,"Animation, Comedy, Family","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",474644,7.6
868,Rise of the Planet of the Apes,2011,M,105,"Action, Drama, Sci-Fi",A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,479527,7.6
869,A Single Man,2009,M,99,"Drama, Romance","An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",101081,7.6
870,50/50,2011,MA15+,100,"Comedy, Drama, Romance","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",304747,7.6
871,Kick-Ass,2010,MA15+,117,"Action, Adventure, Comedy","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",505960,7.6
872,Celda 211,2009,MA15+,113,"Action, Crime, Drama","The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",60606,7.6
873,Moneyball,2011,M,133,"Biography, Drama, Sport",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,335441,7.6
874,La piel que habito,2011,MA15+,120,"Drama, Horror, Thriller","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",127190,7.6
875,Zombieland,2009,MA15+,88,"Adventure, Comedy, Horror","A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",484449,7.6
876,Boy A,2007,MA15+,102,Drama,"The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child.",36008,7.6
877,Die Welle,2008,MA15+,107,"Drama, Thriller",A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,96953,7.6
878,Sherlock Holmes,2009,M,128,"Action, Adventure, Crime",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,557688,7.6
879,Hunger,2008,MA15+,96,"Biography, Drama",Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,62379,7.6
880,5 Centimetres Per Second,2007,G,63,"Animation, Drama, Romance","Told in three interconnected segments, we follow a young man named Takaki through his life as cruel winters, cold technology, and finally, adult obligations and responsibility converge to test the delicate petals of love.",45971,7.6
881,The Reader,2008,MA15+,124,"Drama, Romance","Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",221034,7.6
882,The Hurt Locker,2008,MA15+,131,"Drama, Thriller, War","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",399973,7.6
883,The Blind Side,2009,PG,129,"Biography, Drama, Sport","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",273606,7.6
884,The Visitor,2007,M,104,Drama,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,40490,7.6
885,Superbad,2007,MA15+,113,Comedy,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,494287,7.6
886,Seven Pounds,2008,M,123,Drama,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,273490,7.6
887,Die Fälscher,2007,MA15+,99,"Crime, Drama, War","The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during WWII.",41477,7.6
888,Eastern Promises,2007,R18+,100,"Action, Crime, Drama",A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,217666,7.6
889,Stardust,2007,PG,127,"Adventure, Family, Fantasy","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",242448,7.6
890,The Secret of Kells,2009,PG,71,"Animation, Adventure, Family","A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",28948,7.6
891,Dalkomhan insaeng,2005,MA15+,120,"Action, Drama",Things go wrong for a high ranking mobster when he doesn't proceed by his boss's orders.,32864,7.6
892,Inside Man,2006,MA15+,129,"Crime, Drama, Mystery","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",319539,7.6
893,Gone Baby Gone,2007,MA15+,114,"Crime, Drama, Mystery","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",238253,7.6
894,Chinjeolhan geumjassi,2005,MA15+,115,"Crime, Drama, Thriller","After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means.",66183,7.6
895,La Vie En Rose,2007,M,140,"Biography, Drama, Music","Biopic of the iconic French singerÉdith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",78762,7.6
896,Huo Yuan Jia,2006,M,104,"Action, Biography, Drama","A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",70431,7.6
897,The Illusionist,2006,M,110,"Drama, Fantasy, History","In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",341438,7.6
898,Volver,2006,M,121,"Comedy, Drama","After her death, a mother returns to her home town in order to fix the situations she couldn't resolve during her life.",89692,7.6
899,Thank You for Smoking,2005,M,92,"Comedy, Drama","Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his twelve-year-old son.",207796,7.6
900,Stranger Than Fiction,2006,M,113,"Comedy, Drama, Fantasy","An I.R.S. auditor suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death.",210310,7.6
901,The Kite Runner,2007,M,128,Drama,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",75180,7.6
902,Dead Man's Shoes,2004,R18+,90,"Crime, Drama, Thriller",A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,46976,7.6
903,Harry Potter and the Half-Blood Prince,2009,M,153,"Action, Adventure, Family","As Harry Potter (Daniel Radcliffe) begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's (Ralph Fiennes') dark past.",431683,7.6
904,Match Point,2005,M,124,"Drama, Romance, Thriller","At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",195039,7.6
905,Watchmen,2009,MA15+,162,"Action, Drama, Mystery","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",472641,7.6
906,Lord of War,2005,MA15+,122,"Action, Crime, Drama",An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,282152,7.6
907,Saw,2004,MA,103,"Horror, Mystery, Thriller","Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",359620,7.6
908,"Synecdoche, New York",2008,M,124,"Comedy, Drama","A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",74883,7.6
909,Mysterious Skin,2004,R,105,Drama,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",63489,7.6
910,Jeux d'enfants,2003,M,93,"Comedy, Drama, Romance","As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",64556,7.6
911,Un long dimanche de fiançailles,2004,MA,133,"Drama, Mystery, Romance","Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",68818,7.6
912,The Station Agent,2003,M,89,"Comedy, Drama","When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",64990,7.6
913,Love Actually,2003,M,135,"Comedy, Drama, Romance","Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",393351,7.6
914,Boksuneun naui geot,2002,R18+,129,"Action, Drama, Thriller","A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",57509,7.6
915,25th Hour,2002,MA,135,Drama,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",164260,7.6
916,The Life of David Gale,2003,MA,130,"Crime, Drama, Thriller",A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,103486,7.6
917,The Butterfly Effect,2004,MA,113,"Drama, Sci-Fi, Thriller","Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",429690,7.6
918,28 Days Later,2002,MA,113,"Drama, Horror, Sci-Fi","Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",352934,7.6
919,I Am Sam,2001,M,132,Drama,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,137670,7.6
920,Batoru rowaiaru,2000,R,114,"Adventure, Drama, Sci-Fi","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",161619,7.6
921,The Royal Tenenbaums,2001,MA,110,"Comedy, Drama",The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,250648,7.6
922,And Your Mother Too!,2001,R,106,Drama,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",109211,7.6
923,Harry Potter and the Philosopher's Stone,2001,PG,152,"Adventure, Family, Fantasy","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",585944,7.6
924,The Others,2001,M,101,"Horror, Mystery, Thriller",A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,319992,7.6
925,Blow,2001,MA,124,"Biography, Crime, Drama","The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",228310,7.6
926,Enemy at the Gates,2001,MA,131,"Drama, History, War",A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,229193,7.6
927,Traffic,2000,MA,147,"Crime, Drama, Thriller","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",188400,7.6
928,Minority Report,2002,M,145,"Action, Crime, Mystery","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",479357,7.6
929,The Hurricane,1999,M,146,"Biography, Drama, Sport","The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",87524,7.6
930,American Psycho,2000,R,101,"Crime, Drama","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",446279,7.6
931,The Thin Red Line,1998,M,170,"Drama, War","Adaptation ofJames Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",163391,7.6
932,Le violon rouge,1998,M,130,"Drama, Music, Mystery","A red-colored violin inspires passion, making its way through three centuries over several owners and countries, eventually ending up at an auction where it may find a new owner.",30446,7.6
933,Mulan,1998,G,88,"Animation, Adventure, Family","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",230975,7.6
934,Fear and Loathing in Las Vegas,1998,R,118,"Adventure, Comedy, Drama",An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,246790,7.6
935,Funny Games,1997,R,108,"Crime, Drama, Thriller","Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",58672,7.6
936,Dark City,1998,M,100,"Mystery, Sci-Fi, Thriller","A man struggles with memories of his past, which includes a wife he cannot remember, and a nightmarish world without a sun.",179936,7.6
937,Sleepers,1996,R,147,"Crime, Drama, Thriller","After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, they get their chance for revenge.",178160,7.6
